PId,averageAMPs_q1,averageAMPs_q2,averageAMPs_q3,averageAMPs_q4,group,lossCount,ratioWins_q1,ratioWins_q2,ratioWins_q3,ratioWins_q4,sex,totalMatches_q1,totalMatches_q2,totalMatches_q3,totalMatches_q4,totalTime_q1,totalTime_q2,totalTime_q3,totalTime_q4,trainingMatches,trainingMatchesLvl_Count_Cheater_1_Vision,trainingMatchesLvl_Count_Easy,trainingMatchesLvl_Count_Elite,trainingMatchesLvl_Count_Hard,trainingMatchesLvl_Count_Harder,trainingMatchesLvl_Count_Medium,trainingMatchesLvl_Count_Very_Easy,trainingMatchesLvl_Count_Very_Hard,trainingMatchesLvl_SQ_Cheater_1_Vision,trainingMatchesLvl_SQ_Easy,trainingMatchesLvl_SQ_Elite,trainingMatchesLvl_SQ_Hard,trainingMatchesLvl_SQ_Harder,trainingMatchesLvl_SQ_Medium,trainingMatchesLvl_SQ_Very_Easy,trainingMatchesLvl_SQ_Very_Hard,trainingMatchesLvl_Time_Cheater_1_Vision,trainingMatchesLvl_Time_Easy,trainingMatchesLvl_Time_Elite,trainingMatchesLvl_Time_Hard,trainingMatchesLvl_Time_Harder,trainingMatchesLvl_Time_Medium,trainingMatchesLvl_Time_Very_Easy,trainingMatchesLvl_Time_Very_Hard,trainingTime,winCount,winsRatio
3015,18.941884990552648,21.43227155313692,19.801112436577267,20.691468157394695,3,55,0.696969696969697,0.45714285714285713,0.56,0.4642857142857143,2,33,35,25,28,26043,26244,26076,24240,121,,13,,35,1,64,8,,,45.13450356306598,,66.27247584553811,63.17096026207196,49.8107845978962,22.986702525582615,,,9241,,29170,560,56379,7253,,102603,66,0.5454545454545454
3005,21.637072945147224,27.78166597261503,31.370055886171347,31.115276148340538,3,37,0.7727272727272727,0.65,0.5416666666666666,0.46153846153846156,1,22,20,24,26,25290,25419,25161,24348,92,,4,,18,30,13,3,24,,48.05029250432557,,43.603986228377465,46.2604253376405,45.60216884166394,41.727538647128426,55.485310733544026,,4403,,22255,35150,13546,3599,21265,100218,55,0.5978260869565217
3004,23.79547527199654,26.6112440440349,27.16433906766525,28.451082447032913,3,38,0.8928571428571429,0.5,0.52,0.5,1,28,24,25,22,26298,26398,27045,24274,99,,4,11,4,12,6,5,57,,76.86505196481227,57.1574309773448,71.3750526055731,72.67787321748051,59.45717887725917,67.9881925957578,60.86663541557391,,3257,10341,3787,12058,5592,4392,64588,104015,61,0.6161616161616161
3006,26.837870423000588,29.688785326692628,32.264924882879136,32.97286679181637,3,46,0.7666666666666667,0.5666666666666667,0.5172413793103449,0.5384615384615384,2,30,30,29,26,25056,25648,26148,23115,115,,4,,15,44,8,5,39,,62.95108344374498,,67.20017189965586,81.26520788250437,62.48737678680871,74.80408777143751,85.50708305801669,,2994,,12871,37896,7468,3682,35056,99967,69,0.6
3021,19.360673451499824,27.53983610692415,28.6698618258497,31.892541254646734,3,41,0.7741935483870968,0.5769230769230769,0.5,0.5454545454545454,1,31,26,26,22,27676,27961,28053,25112,105,,4,1,12,39,4,5,40,,63.156735583257074,57.87215187694565,62.73828476975868,59.847133742034345,63.389343779858706,41.988265771349916,56.420699109659495,,2949,1102,14525,39502,3367,4517,42840,108802,64,0.6095238095238096
3002,31.160728562223255,32.491846111251306,33.37028654910789,35.68497977607568,3,44,0.7878787878787878,0.5185185185185185,0.5,0.5,1,33,27,26,22,25660,25736,26190,23130,108,,4,,4,38,3,4,55,,93.32663787867739,,83.07694637621915,75.19422035971647,97.56336834461163,57.6990540761056,88.55074839677633,,2775,,3291,39104,2071,3298,50177,100716,64,0.5925925925925926
3022,23.350304603297086,26.457107620739738,30.605697139075733,29.62739337687931,3,39,0.6923076923076923,0.5714285714285714,0.45,0.47619047619047616,2,26,21,20,21,27207,26535,27245,24567,88,,5,,40,2,36,5,,,56.574021670225164,,60.01434972916422,65.36563309480621,60.0109793640741,36.27371496624443,,,4751,,50397,3214,42257,4935,,105554,49,0.5568181818181818
3026,22.785495177236797,27.462997851062973,29.549377804840915,30.300856123652277,3,32,0.7777777777777778,0.5,0.4375,0.5294117647058824,1,27,18,16,17,25089,25187,24992,22817,78,,4,,27,36,6,5,,,75.21264504679866,,58.72382787070603,55.33153154922391,65.28265623792436,67.00929418651725,,,2442,,33621,53608,5045,3369,,98085,46,0.5897435897435898
3020,18.183133651891247,24.3505651460073,28.940315172862526,29.808646187646634,3,36,0.8076923076923077,0.4230769230769231,0.47368421052631576,0.6,2,26,26,19,15,20446,21352,21110,17969,86,,3,,46,2,29,6,,,53.35316511820392,,66.58569705053455,64.24792222007008,72.14833045479327,40.60907096875414,,,2008,,44621,1051,27854,5343,,80877,50,0.5813953488372093
3008,28.84460132668149,31.248510027090934,32.89702333840264,37.174249027846464,3,26,0.4666666666666667,0.5833333333333334,0.38461538461538464,0.5454545454545454,2,15,12,13,11,20634,20466,19845,18256,51,,33,,,,9,9,,,28.46764829388954,,,,44.57193763043358,27.297715859908322,,,51149,,,,13476,14576,,79201,25,0.49019607843137253
